Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Stress_Level,Gender,Grades,Sleep_Group,Total_Active_Hours,Social_Share,Study_to_Sleep_Ratio,Physical_to_Study_Ratio,Lifestyle_Balance,Lifestyle_Balance_Score
356,7.5,3.4,8.7,2.4,2.0,Moderate,Male,8.1,>= 7 hours,15.3,0.1568627450980392,0.8620689655172414,0.26666666666666666,2.5197552791226903,0.2841106613097411
357,8.0,2.0,6.5,3.4,4.1,Moderate,Female,8.38,< 7 hours,17.5,0.19428571428571428,1.2307692307692308,0.5125,2.569533031505919,0.280148689246929
358,8.2,3.0,5.8,2.8,4.2,High,Female,8.28,< 7 hours,18.2,0.15384615384615385,1.4137931034482758,0.5121951219512195,2.5106440076867393,0.28484802156255307
359,5.0,1.0,8.6,6.0,3.4,Low,Male,6.78,>= 7 hours,15.4,0.38961038961038963,0.5813953488372093,0.6799999999999999,2.180978373727412,0.3143686886585835
360,9.0,0.8,7.8,4.4,2.0,High,Male,7.95,>= 7 hours,16.200000000000003,0.2716049382716049,1.153846153846154,0.2222222222222222,3.623534186398688,0.2162847639240468
361,8.1,0.8,6.8,4.7,3.6,High,Female,7.98,< 7 hours,17.200000000000003,0.27325581395348836,1.1911764705882353,0.4444444444444445,3.018829795356693,0.24882865185168773
362,8.8,0.1,8.7,1.2,5.2,High,Male,8.3,>= 7 hours,15.3,0.0784313725490196,1.0114942528735633,0.5909090909090908,3.975235842060192,0.200995496845816
363,9.8,1.5,6.6,0.9,5.2,High,Male,9.02,< 7 hours,17.400000000000002,0.051724137931034475,1.484848484848485,0.5306122448979592,4.100812927538474,0.19604718193077808
364,10.0,1.5,7.2,3.8,1.5,High,Female,8.57,>= 7 hours,16.8,0.22619047619047616,1.3888888888888888,0.15,4.015802119958934,0.19936990656405465
365,9.4,2.4,7.0,2.1,3.1,High,Male,7.75,>= 7 hours,17.0,0.12352941176470589,1.342857142857143,0.32978723404255317,3.4588051886935367,0.22427532885620585
366,9.0,0.4,7.9,2.9,3.8,High,Male,9.0,>= 7 hours,16.1,0.18012422360248445,1.1392405063291138,0.4222222222222222,3.6151302420060425,0.21667860874178352
367,8.2,0.3,7.9,3.4,4.2,High,Female,9.1,>= 7 hours,16.1,0.21118012422360247,1.0379746835443036,0.5121951219512195,3.252050635112149,0.23518064242751538
368,8.4,3.2,6.3,5.0,1.1,High,Female,8.75,< 7 hours,17.700000000000003,0.28248587570621464,1.3333333333333335,0.13095238095238096,3.092329219213245,0.24435961684242283
369,7.5,0.3,5.3,2.0,8.9,High,Male,8.15,< 7 hours,18.700000000000003,0.106951871657754,1.4150943396226416,1.1866666666666668,4.168432958958718,0.19348224267215214
370,8.9,2.1,7.2,0.9,4.9,High,Male,8.82,>= 7 hours,16.8,0.05357142857142857,1.2361111111111112,0.550561797752809,3.553402125663048,0.21961600851459698
371,6.6,1.7,5.4,1.3,9.0,High,Female,8.22,< 7 hours,18.6,0.06989247311827956,1.222222222222222,1.3636363636363638,3.770499524819843,0.20962165383252285
372,10.0,3.7,8.2,0.9,1.2,High,Female,9.07,>= 7 hours,15.799999999999999,0.0569620253164557,1.2195121951219514,0.12,4.224136992728021,0.19141917629495478
373,8.2,3.1,5.6,2.5,4.6,High,Female,7.9,< 7 hours,18.4,0.13586956521739132,1.4642857142857142,0.5609756097560976,2.5573423705088842,0.2811087311387878
374,7.9,2.4,5.9,2.2,5.6,High,Female,8.5,< 7 hours,18.1,0.12154696132596685,1.3389830508474576,0.7088607594936708,2.7366341857593364,0.2676205243240277
375,6.7,0.1,5.1,5.0,7.1,High,Male,7.58,< 7 hours,18.9,0.2645502645502646,1.3137254901960786,1.0597014925373134,3.2149390870331174,0.23725135271264308
376,6.5,3.8,6.3,2.6,4.8,Moderate,Female,6.55,< 7 hours,17.7,0.14689265536723164,1.0317460317460319,0.7384615384615384,1.6500000000000001,0.3773584905660377
377,9.4,3.4,5.9,4.3,1.0,High,Female,7.95,< 7 hours,18.1,0.23756906077348064,1.5932203389830508,0.10638297872340426,3.5358874416474286,0.2204640244857578
378,5.7,0.3,8.6,3.0,6.4,Low,Male,5.7,>= 7 hours,15.4,0.19480519480519481,0.6627906976744187,1.1228070175438596,2.783882181415011,0.2642788416911127
379,7.2,2.9,8.8,0.8,4.3,Moderate,Female,7.2,>= 7 hours,15.2,0.052631578947368425,0.8181818181818181,0.5972222222222222,2.684523545560118,0.2714055121740254
380,8.8,2.6,9.8,0.2,2.6,High,Male,8.45,>= 7 hours,14.2,0.014084507042253523,0.8979591836734694,0.2954545454545454,3.6783148315499044,0.21375218128889895
381,5.3,1.1,6.3,1.5,9.8,Low,Female,6.88,< 7 hours,17.700000000000003,0.08474576271186439,0.8412698412698413,1.8490566037735852,4.052468383590426,0.19792305939960614
382,6.4,3.0,7.2,4.7,2.7,Moderate,Female,7.58,>= 7 hours,16.8,0.27976190476190477,0.888888888888889,0.421875,1.710750322714179,0.36890155158175364
383,5.3,2.0,5.2,0.4,11.1,High,Female,5.78,< 7 hours,18.8,0.02127659574468085,1.0192307692307692,2.0943396226415096,4.72934103936972,0.17454014224819286
384,6.7,3.6,5.1,4.0,4.6,High,Male,7.95,< 7 hours,18.9,0.21164021164021166,1.3137254901960786,0.6865671641791045,1.3793114224133725,0.42028966472395807
385,9.8,2.2,9.7,0.1,2.2,High,Male,7.9,>= 7 hours,14.3,0.006993006993006993,1.0103092783505156,0.22448979591836735,4.266438795998368,0.18988163325088606
386,8.7,3.9,6.3,3.3,1.8,High,Female,8.0,< 7 hours,17.7,0.1864406779661017,1.380952380952381,0.20689655172413796,2.983705749567138,0.25102255609834084
387,6.0,2.3,7.3,5.8,2.6,Moderate,Male,6.45,>= 7 hours,16.700000000000003,0.3473053892215568,0.8219178082191781,0.43333333333333335,1.9972898304118674,0.33363473557129664
388,5.6,0.6,6.1,1.5,10.2,Low,Male,7.68,< 7 hours,17.9,0.08379888268156425,0.9180327868852459,1.8214285714285714,4.393461050242736,0.1854097008738006
389,9.3,2.2,7.6,0.6,4.3,High,Male,8.7,>= 7 hours,16.4,0.03658536585365854,1.223684210526316,0.4623655913978494,3.7832966224356945,0.20906083793958646
390,5.3,2.8,7.7,0.5,7.7,Low,Male,7.32,>= 7 hours,16.3,0.03067484662576687,0.6883116883116883,1.4528301886792454,3.111671576500322,0.2432100865534491
391,7.3,1.9,5.8,5.7,3.3,High,Male,7.95,< 7 hours,18.2,0.3131868131868132,1.2586206896551724,0.4520547945205479,2.413158373031769,0.2929837677329168
392,7.3,1.6,8.3,3.3,3.5,Moderate,Male,8.2,>= 7 hours,15.7,0.21019108280254778,0.8795180722891566,0.4794520547945206,2.4060687161148717,0.29359360698413883
393,5.3,2.1,9.0,2.8,4.8,Low,Female,6.68,>= 7 hours,15.0,0.18666666666666665,0.5888888888888889,0.9056603773584906,1.5416441439796236,0.3934461094282981
394,5.8,1.3,8.8,3.1,5.0,Low,Female,6.78,>= 7 hours,15.2,0.20394736842105265,0.6590909090909091,0.8620689655172414,2.0149441679609885,0.3316811006408459
395,6.0,3.5,9.4,4.4,0.7,Moderate,Male,7.1,>= 7 hours,14.6,0.30136986301369867,0.6382978723404255,0.11666666666666665,2.2218610817660647,0.3103796143351561
396,9.9,3.1,5.1,0.4,5.5,High,Female,7.92,< 7 hours,18.9,0.021164021164021166,1.9411764705882355,0.5555555555555556,4.030198506277327,0.19879931154845512
397,7.3,3.6,7.7,2.7,2.7,Moderate,Female,7.88,>= 7 hours,16.3,0.16564417177914112,0.948051948051948,0.36986301369863017,2.1914607000811124,0.3133361472928633
398,9.1,1.5,8.9,4.3,0.2,High,Female,8.02,>= 7 hours,15.099999999999998,0.2847682119205298,1.0224719101123594,0.02197802197802198,3.9407063664610513,0.20240020876129985
399,6.0,2.1,6.4,4.8,4.7,Moderate,Female,8.18,< 7 hours,17.599999999999998,0.27272727272727276,0.9375,0.7833333333333333,1.6431676725154982,0.37833392500911667
400,9.0,1.6,9.6,2.0,1.8,High,Male,8.93,>= 7 hours,14.4,0.1388888888888889,0.9375,0.2,3.603701800463888,0.21721650170722087
401,5.8,2.8,9.0,1.9,4.5,Low,Female,7.0,>= 7 hours,15.0,0.12666666666666665,0.6444444444444444,0.7758620689655172,1.740689518552921,0.3648716840162172
402,5.9,3.6,8.3,0.9,5.3,Low,Female,7.0,>= 7 hours,15.7,0.05732484076433121,0.7108433734939759,0.8983050847457626,2.2396056200441485,0.3086795484650296
403,7.2,2.5,5.4,5.3,3.6,High,Male,7.7,< 7 hours,18.6,0.28494623655913975,1.3333333333333333,0.5,2.053452377501525,0.32749814844607006
404,9.8,1.7,9.9,1.7,0.9,High,Male,9.38,>= 7 hours,14.1,0.12056737588652482,0.98989898989899,0.09183673469387754,4.200297608503474,0.192296686705932
405,8.2,0.7,9.4,2.4,3.3,High,Female,8.68,>= 7 hours,14.599999999999998,0.16438356164383564,0.8723404255319148,0.4024390243902439,3.2192131543800158,0.23701101684371834
406,8.6,3.6,5.4,4.4,2.0,High,Female,9.52,< 7 hours,18.6,0.23655913978494625,1.5925925925925923,0.23255813953488372,2.8160255680657444,0.26205275152463847
407,5.9,3.4,9.1,3.0,2.6,Low,Female,6.7,>= 7 hours,14.9,0.20134228187919462,0.6483516483516484,0.4406779661016949,1.4863265679744364,0.4021997805439859
408,7.4,3.3,7.3,2.1,3.9,Moderate,Female,8.35,>= 7 hours,16.7,0.125748502994012,1.0136986301369864,0.527027027027027,2.2765104875664424,0.3052027465789461
409,7.5,3.3,6.7,1.0,5.5,Moderate,Female,8.22,< 7 hours,17.3,0.057803468208092484,1.1194029850746268,0.7333333333333333,2.802825954877208,0.2629623369214355
410,5.5,1.0,5.7,2.1,9.7,High,Female,7.32,< 7 hours,18.299999999999997,0.11475409836065575,0.9649122807017544,1.7636363636363634,3.916950344336777,0.20337809617129357
411,7.3,3.0,8.3,3.4,2.0,Moderate,Male,8.22,>= 7 hours,15.700000000000001,0.2165605095541401,0.8795180722891566,0.273972602739726,2.325761524031788,0.3006830143334239
412,7.4,3.9,8.2,0.6,3.9,Moderate,Female,7.55,>= 7 hours,15.8,0.03797468354430379,0.902439024390244,0.527027027027027,2.7766886753829643,0.26478221689761017
413,8.4,1.3,8.4,0.4,5.5,High,Female,8.3,>= 7 hours,15.600000000000001,0.02564102564102564,1.0,0.6547619047619048,3.733630940518894,0.21125432306946626
414,6.1,3.3,6.4,3.9,4.3,Moderate,Male,7.15,< 7 hours,17.599999999999998,0.22159090909090912,0.9531249999999999,0.7049180327868853,1.2055427546683415,0.45340313529781245
415,8.5,2.1,6.5,1.3,5.6,High,Male,8.45,< 7 hours,17.5,0.07428571428571429,1.3076923076923077,0.6588235294117647,3.324028680181124,0.2312658111134712
416,9.4,3.1,8.9,1.7,0.9,High,Male,8.62,>= 7 hours,15.1,0.11258278145695365,1.0561797752808988,0.09574468085106383,3.858648295279924,0.2058185608889368
417,6.3,3.6,8.4,3.2,2.5,Moderate,Male,7.3,>= 7 hours,15.600000000000001,0.20512820512820512,0.75,0.39682539682539686,1.6633299933166197,0.37546980753770937
418,7.3,3.5,7.7,2.1,3.4,Moderate,Female,7.25,>= 7 hours,16.3,0.12883435582822086,0.948051948051948,0.4657534246575342,2.24258035902098,0.308396366251329
419,9.9,0.4,7.1,0.3,6.3,High,Female,8.88,>= 7 hours,16.900000000000002,0.017751479289940825,1.3943661971830987,0.6363636363636364,4.709830145557269,0.1751365582701413
420,6.4,3.4,6.5,5.5,2.2,Moderate,Female,7.5,< 7 hours,17.5,0.3142857142857143,0.9846153846153847,0.34375,1.918984106239549,0.34258494174820087
421,8.8,3.2,5.1,5.8,1.1,High,Female,7.82,< 7 hours,18.900000000000002,0.30687830687830686,1.7254901960784317,0.125,3.328037459725076,0.231051604637341
422,9.1,1.1,9.4,0.5,3.9,High,Female,8.95,>= 7 hours,14.6,0.03424657534246575,0.9680851063829786,0.4285714285714286,3.9238586450924378,0.2030927514535151
423,8.5,2.2,5.5,1.5,6.3,High,Female,8.18,< 7 hours,18.5,0.08108108108108109,1.5454545454545454,0.7411764705882353,3.3400349299570706,0.23041289209391028
424,6.5,2.4,6.5,1.8,6.8,Moderate,Male,7.28,< 7 hours,17.5,0.10285714285714286,1.0,1.0461538461538462,2.6411802917130314,0.27463622229195894
425,8.7,0.2,9.5,4.8,0.8,High,Female,8.75,>= 7 hours,14.5,0.3310344827586207,0.9157894736842105,0.09195402298850576,3.9516874032915776,0.20195135891156243
426,9.5,0.7,5.4,1.4,7.0,High,Male,9.43,< 7 hours,18.6,0.07526881720430106,1.759259259259259,0.7368421052631579,4.2899106439800505,0.18903910997778495
427,9.0,0.1,7.9,6.0,1.0,High,Male,8.4,>= 7 hours,16.1,0.37267080745341613,1.1392405063291138,0.1111111111111111,4.211393276972994,0.1918872644708257
428,5.3,3.3,8.0,0.7,6.7,Low,Female,7.58,>= 7 hours,16.0,0.04375,0.6625,1.2641509433962266,2.605123157677323,0.2773830341608277
429,5.5,3.6,8.3,5.0,1.6,Low,Male,7.15,>= 7 hours,15.7,0.3184713375796179,0.6626506024096385,0.29090909090909095,1.7461863207191457,0.36414135211995713
430,7.6,1.7,6.6,2.6,5.5,Moderate,Female,8.35,< 7 hours,17.4,0.14942528735632185,1.1515151515151516,0.7236842105263158,2.7061657993059725,0.26982063246799776
431,8.9,2.4,9.5,1.4,1.8,High,Male,9.15,>= 7 hours,14.500000000000002,0.09655172413793102,0.9368421052631579,0.20224719101123595,3.5405978779484877,0.2202353141326436
432,8.0,2.8,6.2,3.1,3.9,Moderate,Female,8.65,< 7 hours,17.8,0.17415730337078653,1.2903225806451613,0.4875,2.4117766618546312,0.29310242114629015
433,5.5,1.5,7.4,3.9,5.7,Low,Male,7.12,>= 7 hours,16.6,0.23493975903614456,0.7432432432432432,1.0363636363636364,1.9416487838947598,0.3399454093482888
434,8.7,2.0,8.2,0.4,4.7,High,Female,8.55,>= 7 hours,15.8,0.02531645569620253,1.0609756097560976,0.5402298850574714,3.6299678602801246,0.21598422066357442
435,6.3,1.4,7.4,0.3,8.6,Moderate,Female,7.15,>= 7 hours,16.599999999999998,0.01807228915662651,0.8513513513513513,1.3650793650793651,3.950105483823607,0.2020158970890395
436,9.9,1.3,7.4,1.1,4.3,High,Female,8.38,>= 7 hours,16.6,0.06626506024096386,1.3378378378378377,0.4343434343434343,4.103250743820888,0.19595353044543595
437,8.1,1.1,6.0,3.1,5.7,High,Female,7.88,< 7 hours,18.0,0.17222222222222222,1.3499999999999999,0.7037037037037037,3.0506829836393465,0.24687194827118944
438,9.0,2.3,7.6,1.5,3.6,High,Female,8.0,>= 7 hours,16.400000000000002,0.09146341463414633,1.1842105263157896,0.4,3.37934904974316,0.22834443855500577
439,9.7,1.6,5.4,3.7,3.6,High,Male,8.48,< 7 hours,18.6,0.1989247311827957,1.796296296296296,0.3711340206185567,3.5028559776273984,0.22208127574333622
440,7.5,3.5,7.5,3.9,1.6,Moderate,Male,7.42,>= 7 hours,16.5,0.23636363636363636,1.0,0.21333333333333335,2.4635678733630755,0.2887196199302467
441,10.0,0.5,6.4,2.4,4.7,High,Male,7.85,< 7 hours,17.6,0.13636363636363635,1.5625,0.47000000000000003,4.109338957383129,0.1957200350849641
442,9.5,2.9,8.0,1.1,2.5,High,Female,7.78,>= 7 hours,16.0,0.06875,1.1875,0.2631578947368421,3.746998799039039,0.2106594171042208
443,9.1,3.8,9.1,0.0,2.0,High,Male,8.18,>= 7 hours,14.899999999999999,0.0,1.0,0.21978021978021978,3.9050181390957284,0.20387284443036868
444,6.3,0.2,8.0,4.1,5.4,Moderate,Female,7.42,>= 7 hours,16.0,0.25625,0.7875,0.8571428571428572,2.689485700525908,0.2710404867153863
445,5.6,1.5,7.3,2.2,7.4,Low,Female,7.0,>= 7 hours,16.700000000000003,0.13173652694610777,0.7671232876712328,1.3214285714285716,2.798064807445794,0.2632919791256806
446,8.8,0.3,5.4,2.1,7.4,High,Male,7.8,< 7 hours,18.6,0.11290322580645161,1.6296296296296298,0.8409090909090908,4.091047135718027,0.19642324522673327
447,9.7,2.7,8.4,1.2,2.0,High,Male,8.6,>= 7 hours,15.599999999999998,0.07692307692307693,1.1547619047619047,0.2061855670103093,3.914928692411481,0.2034617514479861
448,8.2,3.7,8.1,3.5,0.5,High,Female,8.07,>= 7 hours,15.899999999999999,0.22012578616352202,1.0123456790123457,0.06097560975609757,3.1742453171318266,0.23956426228612548
449,8.6,0.5,9.5,0.4,5.0,High,Male,7.65,>= 7 hours,14.5,0.027586206896551727,0.9052631578947368,0.5813953488372093,3.9499999999999997,0.20202020202020204
450,5.1,1.7,6.5,2.9,7.8,Low,Female,6.98,< 7 hours,17.5,0.1657142857142857,0.7846153846153846,1.5294117647058825,2.68250504814685,0.2715542781138157
451,7.9,0.2,5.6,3.4,6.9,High,Female,8.6,< 7 hours,18.4,0.1847826086956522,1.4107142857142858,0.8734177215189873,3.510935297989222,0.22168351659704721
452,8.3,3.4,8.5,1.6,2.2,High,Female,7.68,>= 7 hours,15.5,0.1032258064516129,0.9764705882352942,0.26506024096385544,3.0434355587066406,0.24731443978295192
453,8.4,1.1,6.5,4.7,3.3,High,Female,8.85,< 7 hours,17.5,0.26857142857142857,1.2923076923076924,0.3928571428571428,3.06526235962492,0.2459865837766654
454,9.1,3.4,9.6,0.8,1.1,High,Female,8.28,>= 7 hours,14.4,0.05555555555555556,0.9479166666666666,0.1208791208791209,3.846210255996587,0.20634680444634515
455,6.6,2.3,6.9,3.6,4.6,Moderate,Male,8.0,< 7 hours,17.099999999999998,0.21052631578947373,0.9565217391304347,0.6969696969696969,1.8136059844041832,0.3554157922406334
456,6.9,0.7,7.2,0.9,8.3,Moderate,Male,8.15,>= 7 hours,16.8,0.05357142857142857,0.9583333333333334,1.2028985507246377,3.968206983848835,0.20127985876009274
457,9.5,1.4,5.8,0.2,7.1,High,Female,9.22,< 7 hours,18.2,0.01098901098901099,1.6379310344827587,0.7473684210526316,4.466542286825459,0.18293099138920627
458,6.7,0.3,7.0,1.9,8.1,Moderate,Female,8.2,>= 7 hours,17.0,0.11176470588235293,0.9571428571428572,1.208955223880597,3.739429546512855,0.21099585724104142
459,8.4,2.4,6.8,1.3,5.1,High,Male,8.12,< 7 hours,17.200000000000003,0.0755813953488372,1.2352941176470589,0.6071428571428571,3.165438358268883,0.2400707714267054
460,8.4,0.6,7.4,0.2,7.4,High,Male,8.3,>= 7 hours,16.6,0.012048192771084336,1.135135135135135,0.8809523809523809,4.352393977265079,0.18683228556186582
461,7.5,3.9,6.9,0.2,5.5,Moderate,Female,7.78,< 7 hours,17.1,0.011695906432748537,1.0869565217391304,0.7333333333333333,3.09017259496402,0.24448846027457105
462,5.8,0.1,8.8,2.8,6.5,Low,Male,7.0,>= 7 hours,15.2,0.18421052631578946,0.6590909090909091,1.120689655172414,2.942787793912432,0.2536276493358267
463,6.4,3.6,5.6,5.7,2.7,High,Female,7.75,< 7 hours,18.4,0.3097826086956522,1.142857142857143,0.421875,1.7378147196982767,0.3652548117318201
464,8.0,3.3,9.9,0.8,2.0,Moderate,Male,7.82,>= 7 hours,14.100000000000001,0.05673758865248227,0.8080808080808081,0.25,3.1531730050855122,0.24077976014375313
465,9.8,1.6,6.9,1.9,3.8,High,Female,8.07,< 7 hours,17.1,0.11111111111111109,1.4202898550724639,0.38775510204081626,3.8099650042137307,0.20790172051646075
466,7.8,2.2,8.8,4.3,0.9,Moderate,Male,8.0,>= 7 hours,15.200000000000001,0.28289473684210525,0.8863636363636362,0.11538461538461539,3.0121974260219617,0.24923997845028437
467,7.2,1.2,6.3,1.2,8.1,Moderate,Female,7.62,< 7 hours,17.7,0.06779661016949153,1.142857142857143,1.125,3.7419914484135313,0.210881864903944
468,6.4,3.9,7.8,2.0,3.9,Moderate,Male,7.18,>= 7 hours,16.2,0.1234567901234568,0.8205128205128206,0.609375,1.8046236911518887,0.3565540728885768
469,7.9,0.6,7.2,3.8,4.5,Moderate,Male,6.7,>= 7 hours,16.8,0.22619047619047616,1.0972222222222223,0.5696202531645569,2.9944392908634274,0.2503480281418528
470,10.0,3.5,8.1,1.4,1.0,High,Female,8.6,>= 7 hours,15.9,0.0880503144654088,1.234567901234568,0.1,4.163632228395459,0.1936621269231521
471,8.1,0.8,7.0,0.2,7.9,High,Male,9.35,>= 7 hours,17.0,0.011764705882352941,1.157142857142857,0.9753086419753088,4.337818191979312,0.1873424616639464
472,6.1,3.9,9.5,3.2,1.3,Moderate,Female,6.52,>= 7 hours,14.5,0.22068965517241382,0.6421052631578947,0.21311475409836067,1.9822125684867065,0.3353215027550635
473,7.7,3.5,5.7,4.7,2.4,High,Male,8.02,< 7 hours,18.299999999999997,0.25683060109289624,1.3508771929824561,0.3116883116883117,2.2852789764052877,0.30438815308591777
474,6.4,3.5,9.7,0.7,3.7,Moderate,Female,7.22,>= 7 hours,14.3,0.048951048951048945,0.6597938144329898,0.578125,2.328626204439004,0.30042424068716866
475,7.3,3.9,7.4,4.7,0.7,Moderate,Male,6.85,>= 7 hours,16.599999999999998,0.28313253012048195,0.9864864864864864,0.0958904109589041,2.7196813538844338,0.2688402324988693
476,6.4,0.8,8.8,2.3,5.7,Moderate,Female,8.02,>= 7 hours,15.2,0.1513157894736842,0.7272727272727273,0.890625,2.684523545560118,0.2714055121740254
477,7.6,2.0,7.9,5.2,1.3,Moderate,Male,7.82,>= 7 hours,16.1,0.32298136645962733,0.9620253164556961,0.17105263157894737,2.9261749776799064,0.2547008234948636
478,9.1,3.1,7.9,3.7,0.2,High,Female,8.55,>= 7 hours,16.099999999999998,0.22981366459627334,1.1518987341772151,0.02197802197802198,3.712478956169314,0.2122025391096667
479,6.0,0.4,9.3,2.6,5.7,Moderate,Male,7.55,>= 7 hours,14.7,0.17687074829931973,0.6451612903225806,0.9500000000000001,2.6700499371110396,0.2724758564967026
480,8.1,3.7,5.1,2.9,4.2,High,Female,6.58,< 7 hours,18.900000000000002,0.15343915343915343,1.5882352941176472,0.5185185185185186,2.3128265535198844,0.3018570347238669
481,8.4,2.9,8.5,0.6,3.6,High,Female,7.68,>= 7 hours,15.5,0.03870967741935484,0.9882352941176471,0.42857142857142855,3.2775753233144775,0.2337772977484708
482,9.0,1.1,6.1,5.7,2.1,High,Female,7.68,< 7 hours,17.900000000000002,0.31843575418994413,1.4754098360655739,0.23333333333333334,3.605897946420558,0.21711293034122545
483,5.0,4.0,8.4,5.0,1.6,Low,Male,7.25,>= 7 hours,15.6,0.32051282051282054,0.5952380952380952,0.32,1.6041612554021285,0.3840007979250818
484,8.7,0.6,8.8,4.5,1.4,High,Female,8.52,>= 7 hours,15.2,0.2960526315789474,0.9886363636363634,0.16091954022988506,3.674234614174767,0.2139387691339814
485,8.3,3.1,9.2,2.1,1.3,High,Male,8.1,>= 7 hours,14.8,0.14189189189189189,0.9021739130434784,0.1566265060240964,3.153833646003966,0.2407414656487294
486,5.4,1.6,7.0,0.4,9.6,Low,Female,6.58,>= 7 hours,17.0,0.023529411764705882,0.7714285714285715,1.7777777777777777,4.1549167661137725,0.1939895531531322
487,6.7,0.4,9.0,5.7,2.2,Moderate,Male,6.58,>= 7 hours,15.0,0.38,0.7444444444444445,0.3283582089552239,2.951270912674741,0.25308312745457084
488,5.4,2.0,9.0,4.2,3.4,Low,Female,7.12,>= 7 hours,15.000000000000002,0.27999999999999997,0.6000000000000001,0.6296296296296295,1.4271183085738433,0.4120112301355399
489,5.3,0.3,7.0,1.8,9.6,Low,Male,6.6,>= 7 hours,17.0,0.10588235294117647,0.7571428571428571,1.8113207547169812,4.136423575989287,0.19468799354371738
490,9.0,3.7,7.0,3.9,0.4,High,Male,7.9,>= 7 hours,16.999999999999996,0.2294117647058824,1.2857142857142858,0.044444444444444446,3.5501173689518115,0.21977455061348564
491,6.6,1.9,6.1,3.8,5.6,Moderate,Female,7.5,< 7 hours,17.9,0.2122905027932961,1.0819672131147542,0.8484848484848485,2.0710303393882636,0.3256236147114052
492,6.8,2.6,5.6,5.3,3.7,High,Male,7.7,< 7 hours,18.4,0.28804347826086957,1.2142857142857144,0.5441176470588236,1.8384776310850235,0.3523015256659763
493,7.5,1.8,7.9,3.7,3.1,Moderate,Male,7.92,>= 7 hours,16.1,0.22981366459627328,0.9493670886075949,0.41333333333333333,2.448639077800837,0.2899694567741459
494,6.2,2.9,9.1,4.7,1.1,Moderate,Female,7.08,>= 7 hours,14.9,0.31543624161073824,0.6813186813186813,0.1774193548387097,2.2096379793984355,0.31156161735954546
495,7.8,2.1,5.7,4.7,3.7,High,Male,7.9,< 7 hours,18.3,0.2568306010928962,1.368421052631579,0.4743589743589744,2.4019089630264228,0.2939526045136655
496,6.4,0.5,8.1,0.3,8.7,Moderate,Male,6.52,>= 7 hours,15.899999999999999,0.018867924528301886,0.7901234567901235,1.3593749999999998,4.2342846700082255,0.19104807304995672
497,8.7,1.3,5.0,3.1,5.9,High,Male,8.1,< 7 hours,19.0,0.1631578947368421,1.7399999999999998,0.67816091954023,3.2429410519876347,0.2356855746396814
498,9.2,0.0,6.2,4.4,4.2,High,Female,8.52,< 7 hours,17.8,0.24719101123595508,1.4838709677419353,0.4565217391304348,3.760762334066503,0.21005039315748186
499,6.6,0.4,6.8,1.6,8.6,Moderate,Male,7.22,< 7 hours,17.2,0.0930232558139535,0.9705882352941176,1.303030303030303,3.92767955244145,0.20293527396775296
500,8.9,3.6,7.2,3.9,0.4,High,Female,8.78,>= 7 hours,16.799999999999997,0.23214285714285718,1.2361111111111112,0.0449438202247191,3.510935297989222,0.22168351659704721
501,6.9,3.9,5.4,4.1,3.7,High,Male,6.38,< 7 hours,18.6,0.2204301075268817,1.2777777777777777,0.5362318840579711,1.5088627063675035,0.39858697626697387
502,8.2,2.8,5.0,1.0,7.0,High,Male,8.0,< 7 hours,19.0,0.05263157894736842,1.64,0.853658536585366,3.407345007480164,0.22689396865977046
503,8.6,2.7,9.8,2.2,0.7,High,Male,8.28,>= 7 hours,14.2,0.15492957746478875,0.8775510204081631,0.0813953488372093,3.472271110766938,0.22360004016583704
504,6.5,0.4,8.9,3.9,4.3,Moderate,Female,7.52,>= 7 hours,15.100000000000001,0.2582781456953642,0.7303370786516854,0.6615384615384615,2.5237207980810137,0.28379092933372896
505,5.2,1.4,9.8,3.0,4.6,Low,Male,6.22,>= 7 hours,14.2,0.21126760563380284,0.5306122448979592,0.8846153846153845,1.707825127659933,0.3693000666051825
506,6.0,1.5,6.8,0.3,9.4,Moderate,Male,6.1,< 7 hours,17.2,0.01744186046511628,0.8823529411764706,1.5666666666666667,4.192851058647326,0.19257244020792072
507,8.8,1.7,9.1,3.7,0.7,High,Female,8.6,>= 7 hours,14.899999999999999,0.24832214765100674,0.9670329670329672,0.07954545454545453,3.6058979464205585,0.21711293034122545
508,7.4,3.5,6.1,4.1,2.9,Moderate,Male,7.2,< 7 hours,17.9,0.22905027932960895,1.213114754098361,0.3918918918918919,2.01059692628831,0.3321600415080723
509,8.0,1.2,5.7,3.9,5.2,High,Female,7.58,< 7 hours,18.3,0.21311475409836064,1.4035087719298245,0.65,2.82651139510646,0.2613346457765294
510,8.2,1.6,8.6,1.1,4.5,High,Female,8.65,>= 7 hours,15.399999999999999,0.07142857142857144,0.9534883720930232,0.5487804878048781,3.2644550336413984,0.23449655163701058
511,9.5,1.1,6.8,0.3,6.3,High,Male,8.57,< 7 hours,17.2,0.01744186046511628,1.397058823529412,0.6631578947368421,4.36959189551305,0.1862338925301981
512,6.3,3.3,5.1,2.3,7.0,High,Female,6.85,< 7 hours,18.9,0.12169312169312169,1.2352941176470589,1.1111111111111112,2.2779742462694057,0.3050664602194722
